synonym_id,synonym
SYN00765,(S)-a-Amino-1H-imidazole-4-propanoic acid
SYN00766,(S)-alpha-amino-1H-Imidazole-4-propanoic acid
SYN00767,(S)-alpha-Amino-1H-imidazole-4-propionic acid
SYN00768,(S)-α-amino-1H-Imidazole-4-propanoic acid
SYN00769,HIS
SYN00770,Histidina
SYN00771,Histidine
SYN00772,L-(−)-histidine
SYN00773,L-Histidin
SYN00774,L-Histidine
SYN00775,Ademetionine
SYN00776,AdoMet
SYN00777,L-S-Adenosylmethionine
SYN00778,S-Adenosylmethionine
SYN00779,SAM
SYN00780,SAM-e
SYN00781,SAMe
SYN00782,2-ketopropionic acid
SYN00783,2-oxopropanoic acid
SYN00784,2-Oxopropansäure
SYN00785,2-Oxopropionsäure
SYN00786,a-Ketopropionic acid
SYN00787,Acetylformic acid
SYN00788,acide pyruvique
SYN00789,alpha-ketopropionic acid
SYN00790,Brenztraubensäure
SYN00791,BTS
SYN00792,Pyroracemic acid
SYN00793,Pyruvate
SYN00794,Pyruvic acid
SYN00795,α-ketopropionic acid
SYN00796,α-Oxopropionsäure
SYN00797,(S)-2-Amino-3-phenylpropionic acid
SYN00798,(S)-alpha-Amino-beta-phenylpropionic acid
SYN00799,3-phenyl-L-alanine
SYN00800,beta-Phenyl-L-alanine
SYN00801,F
SYN00802,Fenilalanina
SYN00803,L-Phenylalanine
SYN00804,Phe
SYN00805,Phenylalanine
SYN00806,Phenylalaninum
SYN00807,β-phenyl-L-alanine
SYN00808,"(+)-cis-Hexahydro-2-oxo-1H-thieno[3,4]imidazole-4-valeric acid"
SYN00809,"(3aS,4S,6aR)-Hexahydro-2-oxo-1H-thieno[3,4-d]imidazole-4-valeric acid"
SYN00810,"5-(2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl)pentanoic acid"
SYN00811,Biotin
SYN00812,Biotina
SYN00813,Biotine
SYN00814,Biotinum
SYN00815,"cis-(+)-Tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid"
SYN00816,"cis-Hexahydro-2-oxo-1H-thieno(3,4)imidazole-4-valeric acid"
SYN00817,"cis-Tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid"
SYN00818,Coenzyme R
SYN00819,D-(+)-biotin
SYN00820,D-Biotin
SYN00821,Vitamin B7
SYN00822,Vitamin H
SYN00823,Bilineurine
SYN00824,Choline
SYN00825,Choline ion
SYN00826,N-trimethylethanolamine
SYN00827,"N,N,N-trimethylethanol-ammonium"
SYN00828,trimethylethanolamine
SYN00829,Vitamin J
SYN00830,"(S)-2,6-diaminohexanoic acid"
SYN00831,(S)-lysine
SYN00832,"(S)-α,ε-diaminocaproic acid"
SYN00833,6-ammonio-L-norleucine
SYN00834,"L-2,6-Diaminocaproic acid"
SYN00835,L-lys
SYN00836,L-Lysin
SYN00837,L-Lysine
SYN00838,LYS
SYN00839,Lysina
SYN00840,Lysine
SYN00841,Lysine acid
SYN00842,Lysinum
SYN00843,(2S)-2-amino-5-(carbamimidamido)pentanoic acid
SYN00844,(2S)-2-amino-5-guanidinopentanoic acid
SYN00845,(S)-2-amino-5-guanidinopentanoic acid
SYN00846,(S)-2-Amino-5-guanidinovaleric acid
SYN00847,2-amino-5-guanidino-pentanoic acid
SYN00848,Arg
SYN00849,Arginina
SYN00850,Arginine
SYN00851,L-(+)-Arginine
SYN00852,L-Arginin
SYN00853,acide ascorbique
SYN00854,ácido ascórbico
SYN00855,Acidum ascorbicum
SYN00856,acidum ascorbinicum
SYN00857,Ascorbate
SYN00858,Ascorbic acid
SYN00859,Ascorbinsäure
SYN00860,L-(+)-ascorbic acid
SYN00861,L-Ascorbate
SYN00862,L-Ascorbic Acid
SYN00863,Vitamin C
SYN00864,Vitamin-C
SYN00865,Vitamina C
SYN00866,"4,9-diaza-1,12-dodecanediamine"
SYN00867,"4,9-diazadodecane-1,12-diamine"
SYN00868,Musculamine
SYN00869,"N,N'-Bis(3-aminopropyl)-1,4-butanediamine"
SYN00870,Spermina
SYN00871,Spermine
SYN00872,(S)-2-aminobutanedioic acid
SYN00873,(S)-2-aminosuccinic acid
SYN00874,2-Aminosuccinic acid
SYN00875,ácido aspártico
SYN00876,Acidum asparticum
SYN00877,Asp
SYN00878,Aspartic acid
SYN00879,D
SYN00880,L-Asp
SYN00881,L-Asparaginsäure
SYN00882,L-Aspartate
SYN00883,L-Aspartic acid
SYN00884,"(S)-2,5-Diaminopentanoate"
SYN00885,"(S)-2,5-Diaminopentanoic acid"
SYN00886,"(S)-2,5-diaminovaleric acid"
SYN00887,(S)-ornithine
SYN00888,"(S)-α,δ-diaminovaleric acid"
SYN00889,L-Ornithine
SYN00890,levo-ornithine
SYN00891,Ornithine
SYN00892,Ornithinum
SYN00893,Ornitina
SYN00894,(2S)-2-amino-4-carbamoylbutanoic acid
SYN00895,"(2S)-2,5-diamino-5-oxopentanoic acid"
SYN00896,"(S)-2,5-diamino-5-oxopentanoic acid"
SYN00897,Glutamic acid 5-amide
SYN00898,Glutamic acid amide
SYN00899,Glutamina
SYN00900,Glutamine
SYN00901,L-(+)-glutamine
SYN00902,L-2-aminoglutaramic acid
SYN00903,L-glutamic acid γ-amide
SYN00904,L-Glutamin
SYN00905,L-Glutamine
SYN00906,L-Glutaminsäure-5-amid
SYN00907,Levoglutamide
SYN00908,Q
SYN00909,5'-Adenosine monophosphate
SYN00910,5'-Adenylic acid
SYN00911,5'-AMP
SYN00912,5'-O-Phosphonoadenosine
SYN00913,Adenosine 5'-(dihydrogen phosphate)
SYN00914,Adenosine 5'-monophosphate
SYN00915,Adenosine 5'-phosphate
SYN00916,Adenosine monophosphate
SYN00917,Adenosine phosphate
SYN00918,Adenosine-5'-Monophosphate
SYN00919,Adenosine-5'-monophosphoric acid
SYN00920,Adenosine-5'P
SYN00921,Adenosini phosphas
SYN00922,Adenylate
SYN00923,Adenylic acid
SYN00924,Ado5'P
SYN00925,AMP
SYN00926,Fosfato de adenosina
SYN00927,PAdo
SYN00928,Phosphate d'adénosine
SYN00929,"(9,12,15)-linolenic acid"
SYN00930,"(9Z,12Z,15Z)-Octadecatrienoic acid"
SYN00931,"(Z,Z,Z)-9,12,15-octadecatrienoic acid"
SYN00932,"9-cis,12-cis,15-cis-octadecatrienoic acid"
SYN00933,"9,12,15-Octadecatrienoic acid"
SYN00934,ALA
SYN00935,"all-cis-9,12,15-Octadecatrienoic acid"
SYN00936,alpha-Linolenic acid
SYN00937,"cis-delta(9,12,15)-Octadecatrienoic acid"
SYN00938,"cis,cis,cis-9,12,15-Octadecatrienoic acid"
SYN00939,Linolenic acid
SYN00940,α-linolenic acid
SYN00941,(S)-2-Amino-3-hydroxypropanoic acid
SYN00942,(S)-Serine
SYN00943,alpha-Amino-beta-hydroxypropionic acid
SYN00944,beta-Hydroxyalanine
SYN00945,L-Serine
SYN00946,Ser
SYN00947,Serina
SYN00948,Serine
SYN00949,Serinum
SYN00950,(2S)-2-amino-4-(methylsulfanyl)butanoic acid
SYN00951,(S)-2-amino-4-(methylthio)butanoic acid
SYN00952,(S)-2-amino-4-(methylthio)butyric acid
SYN00953,(S)-methionine
SYN00954,L-(−)-methionine
SYN00955,L-a-Amino-g-methylthiobutyric acid
SYN00956,L-Methionin
SYN00957,L-Methionine
SYN00958,L-α-amino-γ-methylmercaptobutyric acid
SYN00959,M
SYN00960,Met
SYN00961,Methionine
SYN00962,(−)-α-amino-p-hydroxyhydrocinnamic acid
SYN00963,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid
SYN00964,(S)-(-)-Tyrosine
SYN00965,(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid
SYN00966,(S)-3-(p-Hydroxyphenyl)alanine
SYN00967,(S)-alpha-amino-4-Hydroxybenzenepropanoic acid
SYN00968,(S)-Tyrosine
SYN00969,(S)-α-amino-4-hydroxybenzenepropanoic acid
SYN00970,4-hydroxy-L-phenylalanine
SYN00971,L-Tyrosin
SYN00972,L-tyrosine
SYN00973,Tirosina
SYN00974,Tyr
SYN00975,Tyrosine
SYN00976,Tyrosinum
SYN00977,Y
SYN00978,"(1S,3R,5Z,7E)-9,10-secocholesta-5,7,10-triene-1,3,25-triol"
SYN00979,"(1α,3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol"
SYN00980,"(5Z,7E)-(1S,3R)-9,10-secocholesta-5,7,10(19)-triene-1,3,25-triol"
SYN00981,1-alpha-25-Dihydroxyvitamin D3
SYN00982,"1,25-DHCC"
SYN00983,"1,25-dihydroxycholecalciferol"
SYN00984,"1α,25-dihydroxycholecalciferol"
SYN00985,"1α,25-dihydroxyvitamin D3"
SYN00986,"1α,25(OH)2D3"
SYN00987,Calcitriol
SYN00988,Calcitriolum
SYN00989,Xanthophyll
SYN00990,Xantofyl
SYN00991,"(R,R)-3,3'-dithiobis(2-aminopropanoic acid)"
SYN00992,Cistina
SYN00993,Cystine
SYN00994,L-alpha-Diamino-beta-dithiolactic acid
SYN00995,L-Cystine
SYN00996,L-Dicysteine
SYN00997,"β,β'-dithiodialanine"
SYN00998,"1,2-ethanedicarboxylic acid"
SYN00999,Acide butanedioïque
SYN01000,Acide succinique
SYN01001,Acidum succinicum
SYN01002,Amber acid
SYN01003,Asuccin
SYN01004,Bernsteinsäure
SYN01005,Butandisäure
SYN01006,Butanedioic acid
SYN01007,Butanedionic acid
SYN01008,Dihydrofumaric acid
SYN01009,Ethylenesuccinic acid
SYN01010,Spirit of amber
SYN01011,Succinic acid
SYN01012,"1-Deoxy-1-(7,8-dimethyl-2,4-dioxo-3,4-dihydrobenzo[g]pteridin-10(2H)-yl)pentitol"
SYN01013,"6,7-Dimethyl-9-D-ribitylisoalloxazine"
SYN01014,"7,8-Dimethyl-10-(D-ribo-2,3,4,5-tetrahydroxypentyl)isoalloxazine"
SYN01015,"7,8-Dimethyl-10-ribitylisoalloxazine"
SYN01016,Lactoflavin
SYN01017,Lactoflavine
SYN01018,Riboflavin
SYN01019,Riboflavina
SYN01020,Riboflavine
SYN01021,Riboflavinum
SYN01022,Vitamin B2
SYN01023,Vitamin Bi
SYN01024,Vitamin G
SYN01025,2-Acetamido-2-deoxy-D-glucose
SYN01026,aldehydo-N-acetyl-D-glucosamine
SYN01027,D-GlcNAc
SYN01028,N-Acetyl-D-glucosamine
SYN01029,N-Acetylchitosamine
SYN01030,N-Acetylglucosamine
SYN01031,(2S)-2-Aminopentanedioic acid
SYN01032,(S)-2-Aminopentanedioic acid
SYN01033,(S)-Glutamic acid
SYN01034,ácido glutámico
SYN01035,Glu
SYN01036,Glutamic acid
SYN01037,L-Glutamate
SYN01038,L-Glutamic acid
SYN01039,L-Glutaminic acid
SYN01040,5-L-Glutamyl-L-cysteinylglycine
SYN01041,AEC GLUTATHIONE
SYN01042,gamma-L-Glutamyl-L-cysteinyl-glycine
SYN01043,Glutathion
SYN01044,Glutathione
SYN01045,Glutathione-SH
SYN01046,"GLYCINE, L-.GAMMA.-GLUTAMYL-L-CYSTEINYL-"
SYN01047,GSH
SYN01048,L-GLUTATHIONE REDUCED
SYN01049,Liposomal glutathione
SYN01050,N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine
SYN01051,Reduced glutathione
SYN01052,REDUCED L-GLUTATHIONE
SYN01053,Phosphatidyl serine
SYN01054,Phosphatidylserine
SYN01055,PS
SYN01056,Aminoacetic acid
SYN01057,Aminoessigsäure
SYN01058,Aminoethanoic acid
SYN01059,Glicina
SYN01060,Gly
SYN01061,Glycin
SYN01062,Glycine
SYN01063,Glycocoll
SYN01064,Glykokoll
SYN01065,Glyzin
SYN01066,Leimzucker
SYN01067,"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol"
SYN01068,"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol"
SYN01069,"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol"
SYN01070,25-hydroxycholecalciferol
SYN01071,25-Hydroxyvitamin D3
SYN01072,Calcidiol
SYN01073,Calcifédiol
SYN01074,Calcifediol
SYN01075,Calcifediol anhydrous
SYN01076,Calcifediolum
SYN01077,2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine
SYN01078,3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde
SYN01079,3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde
SYN01080,3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde
SYN01081,Piridoxal
SYN01082,Pyridoxal
SYN01083,Pyridoxaldehyde
SYN01084,((amino(Imino)methyl)(methyl)amino)acetic acid
SYN01085,(alpha-Methylguanido)acetic acid
SYN01086,(N-methylcarbamimidamido)acetic acid
SYN01087,(α-methylguanido)acetic acid
SYN01088,alpha-Methylguanidino acetic acid
SYN01089,Creatin
SYN01090,Creatine
SYN01091,Kreatin
SYN01092,Methylglycocyamine
SYN01093,N-(aminoiminomethyl)-N-methylglycine
SYN01094,N-amidinosarcosine
SYN01095,N-carbamimidoyl-N-methylglycine
SYN01096,N-methyl-N-guanylglycine
SYN01097,(2S)-2-Amino-4-methylpentanoic acid
SYN01098,(2S)-alpha-2-Amino-4-methylvaleric acid
SYN01099,(2S)-alpha-Leucine
SYN01100,(S)-(+)-Leucine
SYN01101,(S)-Leucine
SYN01102,2-Amino-4-methylvaleric acid
SYN01103,L
SYN01104,L-Leucin
SYN01105,L-Leucine
SYN01106,L-Leuzin
SYN01107,Leu
SYN01108,Leucine
SYN01109,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid
SYN01110,(S)-alpha-Amino-beta-(3-indolyl)-propionic acid
SYN01111,(S)-Tryptophan
SYN01112,(S)-α-amino-1H-indole-3-propanoic acid
SYN01113,L-(-)-Tryptophan
SYN01114,L-(−)-tryptophan
SYN01115,L-Tryptophan
SYN01116,L-β-3-indolylalanine
SYN01117,Triptofano
SYN01118,Trp
SYN01119,Tryptophan
SYN01120,Tryptophane
SYN01121,Tryptophanum
SYN01122,W
SYN01123,(2R)-2-amino-3-mercaptopropanoic acid
SYN01124,(2R)-2-amino-3-sulfanylpropanoic acid
SYN01125,(R)-2-Amino-3-mercaptopropanoic acid
SYN01126,Cisteina
SYN01127,Cisteinum
SYN01128,Cys
SYN01129,Cysteine
SYN01130,Cysteinum
SYN01131,Free Cysteine
SYN01132,L-2-Amino-3-mercaptopropionic acid
SYN01133,L-Cys
SYN01134,L-Cystein
SYN01135,L-cysteine
SYN01136,L-Zystein
SYN01137,Aneurin
SYN01138,Antiberiberi factor
SYN01139,Thiamin
SYN01140,Thiamine
SYN01141,thiamine(1+)
SYN01142,thiamine(1+) ion
SYN01143,thiaminium
SYN01144,Thiaminum
SYN01145,Tiamina
SYN01146,Vitamin B 1
SYN01147,Vitamin B1
SYN01148,"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol"
SYN01149,"(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol"
SYN01150,"(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol"
SYN01151,Activated ergosterol
SYN01152,Ercalciol
SYN01153,Ergocalciférol
SYN01154,Ergocalciferol
SYN01155,Ergocalciferolum
SYN01156,Oleovitamin D2
SYN01157,Viosterol
SYN01158,Vitamin D 2
SYN01159,Vitamin D-2
SYN01160,Vitamin D2
SYN01161,Vitamina D2
SYN01162,"(8Z,11Z,14Z)-Icosatrienoic acid"
SYN01163,"(Z,Z,Z)-8,11,14-Eicosatrienoic acid"
SYN01164,"(Z,Z,Z)-8,11,14-Icosatrienoate"
SYN01165,"(Z,Z,Z)-8,11,14-Icosatrienoic acid"
SYN01166,"20:3, n-6,9,12 all-cis"
SYN01167,"8,11,14-Eicosatrienoic Acid"
SYN01168,"8c,11c,14c-eicosatrienoic acid"
SYN01169,"8c,11c,14c-Eicosatriensäure"
SYN01170,"all-cis-8,11,14-eicosatrienoic acid"
SYN01171,"all-cis-8,11,14-icosatrienoic acid"
SYN01172,"all-cis-eicosa-8,11,14-trienoic acid"
SYN01173,"all-cis-Eicosa-8,11,14-triensäure"
SYN01174,"all-cis-icosa-8,11,14-trienoic acid"
SYN01175,"C20:3, n-6,9,12 all-cis"
SYN01176,"cis,cis,cis-8,11,14-eicosatrienoic acid"
SYN01177,Daleuton
SYN01178,DGLA
SYN01179,Dihomo-gamma-linolenic acid
SYN01180,dihomo-γ-linolenic acid
SYN01181,Diroleuton
SYN01182,"eicosa-8Z,11Z,14Z-trienoic acid"
SYN01183,gamma-Homolinolenic acid
SYN01184,Homo-gamma-linolenic acid
SYN01185,Homo-gamma-linolensäure
SYN01186,Homo-γ-linolensäure
SYN01187,(S)-2-Amino-5-ureidopentanoic acid
SYN01188,2-Amino-5-ureidovaleric acid
SYN01189,alpha-amino-delta-Ureidovaleric acid
SYN01190,Cit
SYN01191,Citrulina
SYN01192,Citrulline
SYN01193,delta-Ureidonorvaline
SYN01194,L-2-Amino-5-ureidovaleric acid
SYN01195,L-Citrulline
SYN01196,N(5)-(Aminocarbonyl)-L-ornithine
SYN01197,N(delta)-Carbamylornithine
SYN01198,N5-(Aminocarbonyl)ornithine
SYN01199,N5-Carbamoyl-L-ornithine
SYN01200,N5-carbamoylornithine
SYN01201,α-amino-δ-ureidovaleric acid
SYN01202,δ-ureidonorvaline
SYN01203,"(2S,3R)-(-)-Threonine"
SYN01204,(2S)-threonine
SYN01205,2-Amino-3-hydroxybutyric acid
SYN01206,L-(-)-Threonine
SYN01207,L-2-Amino-3-hydroxybutyric acid
SYN01208,L-alpha-amino-beta-hydroxybutyric acid
SYN01209,L-Threonin
SYN01210,L-Threonine
SYN01211,L-α-amino-β-hydroxybutyric acid
SYN01212,Thr
SYN01213,Threonine
SYN01214,Threoninum
SYN01215,Treonina
SYN01216,"1,4-dihydronicotinamide adenine dinucleotide"
SYN01217,DPNH
SYN01218,NAD reduced form
SYN01219,NADH
SYN01220,Nicotinamide adenine dinucleotide (reduced)
SYN01221,"Nicotinamide-adenine dinucleotide, reduced"
SYN01222,Reduced nicotinamide adenine diphosphate
SYN01223,Reduced nicotinamide-adenine dinucleotide
SYN01224,Acide folique
SYN01225,ácido fólico
SYN01226,Acidum folicum
SYN01227,Folacin
SYN01228,Folate
SYN01229,Folic acid
SYN01230,Folic-acid
SYN01231,Folsäure
SYN01232,"N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid"
SYN01233,N-pteroyl-L-glutamic acid
SYN01234,PteGlu
SYN01235,Pteroyl-L-glutamate
SYN01236,Pteroyl-L-glutamic acid
SYN01237,Pteroyl-L-monoglutamic acid
SYN01238,Pteroylglutamic acid
SYN01239,Vitamin B-9
SYN01240,Vitamin B9
SYN01241,Vitamin Bc
SYN01242,Vitamin M
SYN01243,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-eicosapentaenoic acid"
SYN01244,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate"
SYN01245,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid"
SYN01246,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid"
SYN01247,"(all-Z)-5,8,11,14,17-eicosapentaenoic acid"
SYN01248,"5,8,11,14,17-eicosapentaenoic acid"
SYN01249,"5,8,11,14,17-Icosapentaenoic acid"
SYN01250,"all-cis-5,8,11,14,17-eicosapentaenoic acid"
SYN01251,"all-cis-5,8,11,14,17-icosapentaenoic acid"
SYN01252,"all-cis-icosa-5,8,11,14,17-pentaenoic acid"
SYN01253,"cis-5,8,11,14,17-eicosapentaenoic acid"
SYN01254,"cis-5,8,11,14,17-EPA"
SYN01255,"cis-delta(5,8,11,14,17)-Eicosapentaenoic acid"
SYN01256,Eicosapentaenoic acid
SYN01257,EPA
SYN01258,Icosapent
SYN01259,Icosapentaenoic acid
SYN01260,Icosapento
SYN01261,Icosapentum
SYN01262,Timnodonic acid
SYN01263,(2S)-2-aminopropanoic acid
SYN01264,(S)-2-aminopropanoic acid
SYN01265,(S)-alanine
SYN01266,Alanina
SYN01267,Alanine
SYN01268,Alaninum
SYN01269,L-2-Aminopropionic acid
SYN01270,L-Alanin
SYN01271,L-alanine
SYN01272,L-alpha-Alanine
SYN01273,L-α-alanine
SYN01274,(2S)-2-Amino-3-methylbutanoic acid
SYN01275,(S)-Valine
SYN01276,2-Amino-3-methylbutyric acid
SYN01277,L-(+)-alpha-Aminoisovaleric acid
SYN01278,L-alpha-Amino-beta-methylbutyric acid
SYN01279,L-valin
SYN01280,L-valine
SYN01281,Val
SYN01282,Valine
SYN01283,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol"
SYN01284,all-trans-retinol
SYN01285,all-trans-retinyl alcohol
SYN01286,all-trans-vitamin A alcohol
SYN01287,Retinol
SYN01288,Retinolum
SYN01289,Vitamin A Alcohol
SYN01290,Vitamin A1
SYN01291,(+)-α-tocopherol
SYN01292,"(2R,4'R,8'R)-α-tocopherol"
SYN01293,"(R,R,R)-α-tocopherol"
SYN01294,"5,7,8-trimethyltocol"
SYN01295,alpha-tocopherol
SYN01296,d-α-tocopherol
SYN01297,"2-methyl-3-hydroxy-4,5-dihydroxymethylpyridine"
SYN01298,"3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine"
SYN01299,"3-hydroxy-4,5-dimethylol-α-picoline"
SYN01300,"5-hydroxy-6-methyl-3,4-pyridinedimethanol"
SYN01301,Piridoxina
SYN01302,Pyridoxine
SYN01303,Pyridoxinum
SYN01304,Pyridoxol
SYN01305,Vitamin B 6
SYN01306,Vitamin B6
SYN01307,VitaminB6
SYN01308,(+)-alpha-Lipoic acid
SYN01309,(R)-(+)-Lipoate
SYN01310,(R)-(+)-lipoic acid
SYN01311,"(R)-1,2-Dithiolane-3-pentanoic acid"
SYN01312,"(R)-1,2-dithiolane-3-valeric acid"
SYN01313,"(R)-6,8-thioctic acid"
SYN01314,(R)-lipoic acid
SYN01315,"1,2-dithiolane-3-pentanoic acid"
SYN01316,Alpha lipoic acid
SYN01317,alpha-Lipoic acid
SYN01318,alpha-Liponsäure
SYN01319,Arlipoic acid
SYN01320,D-thioctic acid
SYN01321,Lipoic acid
SYN01322,R-(+)-thioctic acid
SYN01323,R-alpha-lipoic acid
SYN01324,Thioctic acid
SYN01325,Thioctic acid D-form
SYN01326,α-lipoic acid
SYN01327,"(2S,3S)-2-Amino-3-methylpentanoic acid"
SYN01328,2-Amino-3-methylvaleric acid
SYN01329,alpha-amino-beta-methylvaleric acid
SYN01330,Ile
SYN01331,Isoleucina
SYN01332,Isoleucine
SYN01333,Isoleucinum
SYN01334,L-Isoleucine
SYN01335,α-amino-β-methylvaleric acid
SYN01336,1-Methyl N-L-alpha-aspartyl-L-phenylalanate
SYN01337,1-methyl N-L-α-aspartyl-L-phenylalanate
SYN01338,3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester
SYN01339,3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid
SYN01340,3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester
SYN01341,3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid
SYN01342,Asp-phe-ome
SYN01343,Aspartam
SYN01344,Aspartame
SYN01345,Aspartamo
SYN01346,Aspartamum
SYN01347,Aspartylphenylalanine methyl ester
SYN01348,L-Aspartyl-L-phenylalanine methyl ester
SYN01349,(+)-vitamin D3
SYN01350,"(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol"
SYN01351,"(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol"
SYN01352,Activated 7-dehydrocholesterol
SYN01353,Calciol
SYN01354,CC
SYN01355,Cholecalciferol
SYN01356,Cholecalciferolum
SYN01357,Colecalciferol
SYN01358,Colecalciferolum
SYN01359,Oleovitamin D3
SYN01360,Vitamin D 3
SYN01361,Vitamin D-3
SYN01362,Vitamin D3
SYN01363,Vitamin-D3
SYN01364,"2-Methyl-1,4-Naphthalenedione"
SYN01365,"2-Methyl-1,4-naphthochinon"
SYN01366,"2-Methyl-1,4-naphthoquinone"
SYN01367,Menadione
SYN01368,Vitamin K 3
SYN01369,Vitamin K3
SYN01370,Adenosine 5'-triphosphate
SYN01371,Adenosine triphosphate
SYN01372,Adenosine-5'-triphosphate
SYN01373,ATP
SYN01374,(-)-2-Pyrrolidinecarboxylic acid
SYN01375,(−)-(S)-proline
SYN01376,(−)-2-pyrrolidinecarboxylic acid
SYN01377,(−)-proline
SYN01378,(2S)-pyrrolidine-2-carboxylic acid
SYN01379,(S)-2-Carboxypyrrolidine
SYN01380,(S)-2-Pyrrolidinecarboxylic acid
SYN01381,(S)-pyrrolidine-2-carboxylic acid
SYN01382,2-Pyrrolidinecarboxylic acid
SYN01383,L-(−)-proline
SYN01384,L-alpha-pyrrolidinecarboxylic acid
SYN01385,L-Prolin
SYN01386,L-Prolina
SYN01387,L-Proline
SYN01388,L-pyrrolidine-2-carboxylic acid
SYN01389,L-α-pyrrolidinecarboxylic acid
SYN01390,P
SYN01391,Prolina
SYN01392,Proline
SYN01393,Prolinum
SYN01394,6-Aminopurine
SYN01395,Adenin
SYN01396,Adenine
SYN01397,Vitamin B4
SYN01398,(2S)-2-amino-3-carbamoylpropanoic acid
SYN01399,"(2S)-2,4-diamino-4-oxobutanoic acid"
SYN01400,(S)-2-amino-3-carbamoylpropanoic acid
SYN01401,(S)-Asparagine
SYN01402,2-Aminosuccinamic acid
SYN01403,alpha-aminosuccinamic acid
SYN01404,Asn
SYN01405,Asparagine
SYN01406,Aspartamic acid
SYN01407,L-2-aminosuccinamic acid
SYN01408,L-Asparagine
SYN01409,L-aspartic acid beta-amide
SYN01410,L-aspartic acid β-amide
SYN01411,α-aminosuccinamic acid
SYN01412,"(+)-(3R,5R)-3,5-dihydroxy-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid"
SYN01413,Pravastatin
SYN01414,Pravastatin acid
SYN01415,Pravastatina
SYN01416,Pravastatine
SYN01417,Pravastatinum
SYN01418,Fluvoxamina
SYN01419,Fluvoxamine
SYN01420,Fluvoxaminum
SYN01421,(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine
SYN01422,N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine
SYN01423,N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine
SYN01424,Valsartan
SYN01425,"(2S-(1(R*(R*)),2alpha,3abeta,6abeta))-1-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid"
SYN01426,Ramipril
SYN01427,Ramiprilum
SYN01428,erythro-nordihydroguaiaretic acid
SYN01429,Masoprocol
SYN01430,Masoprocolum
SYN01431,"meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane"
SYN01432,"meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane"
SYN01433,"meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol"
SYN01434,"meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol)"
SYN01435,"meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol"
SYN01436,meso-NDGA
SYN01437,meso-nordihydroguaiaretic acid
