drug_id,toxicity,indication_text
DB00051,"Doses up to 10 mg/kg have been administered to patients in clinical trials without evidence of dose-limiting toxicities. In case of overdosage, it is recommended that the patient be monitored for any signs or symptoms of adverse reactions or effects and appropriate symptomatic treatment instituted immediately.[L42290]","Adalimumab is indicated for the following conditions:[L49101]

- Moderately to severely active Rheumatoid Arthritis (RA) in adults, as monotherapy or in combination with [methotrexate] or other non-biologic disease-modifying anti-rheumatic drugs (DMARDs).[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderately to severely active polyarticular Juvenile Idiopathic Arthritis (JIA) in patients two years of age and older, as monotherapy or in combination with [methotrexate].[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Psoriatic Arthritis (PsA) in adults.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Ankylosing Spondylitis (AS) in adults.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderately to severely active Crohn’s Disease (CD) in adults and pediatric patients six years of age and older.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderately to severely active Ulcerative Colitis (UC) in adults. Effectiveness has not been established in patients who have lost response to or were intolerant to TNF blockers.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderate to severe chronic plaque psoriasis in adult candidates for systemic therapy or phototherapy and when other systemic therapies are medically less appropriate.[L42290, L42495, L42935, L44953, L45643, L45818, L49101]
- Moderate to severe Hidradenitis Suppurativa (HS) in adults.[L44953]
- Non-infectious intermediate, posterior, and panuveitis in adults and pediatric patients two years of age and older.[L35370]

Adalimumab has also been used off-label to treat Pyoderma gangrenosum.[A40001,A40002]"
DB00052,"The oral LD<sub>50</sub> is 242 mg/kg in rats and 828 mg/kg in mice. The inhalatory LD<sub>50</sub> is 710 mg/m<sup>3</sup> and dermal LD<sub>50</sub> is 1100 mg/kg in rats. The intraperitoneal LD<sub>50</sub> in mice is 828 mg/kg.[L31528]

Hypoglycemia followed by hyperglycemia, possibly with fluid retention, can be observed in somatropin overdose. Long-term or excessive use of growth hormone can lead to the signs and symptoms of gigantism and acromegaly.[L10971]","Somatotropin is indicated for the treatment of pediatric patients who have growth failure due to an inadequate secretion of endogenous growth hormone, short stature associated with Turner syndrome, Prader-Willi syndrome (PWS), idiopathic short stature (ISS), short stature or growth failure in short stature homeobox-containing gene (SHOX) deficiency, and short stature born small for gestational age (SGA).[L31513, L31518] It is indicated for the treatment of growth failure in children associated with chronic kidney disease up to the time of renal transplantation.[L31523]

It is also indicated for adults with adult-onset growth hormone deficiency, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma. It is also used to treat childhood-onset growth hormone deficiency in adults due to congenital, genetic, acquired, or idiopathic causes.[L31518]

Somatotropin is indicated for the treatment of wasting or cachexia in patients with human immunodeficiency virus (HIV) who are receiving antiretroviral therapy to increase lean body mass and body weight and improve physical endurance.[L31498]

Somatotropin is indicated for the treatment of short bowel syndrome in adult patients receiving specialized nutritional support.[L31493]"
DB00053,,For the treatment of Gaucher's disease (deficiency in glucocerebrosidase)
DB00054,,
DB00054,,Abciximab is indicated as an adjunct to percutaneous coronary intervention for the prevention of cardiac ischemic complications in patients undergoing percutaneous coronary intervention and in patients with unstable angina not responding to conventional medical therapy when percutaneous coronary intervention is planned within 24 hours. Abciximab is intended for use with aspirin and heparin and has been studied only in that setting.
DB00055,,For reduction of mortality in patients with severe sepsis.
DB00056,The most frequently reported toxicities are myelosuppression and hepatic veno-occlusive disorder.,Indicated for the treatment of patients with CD33 positive acute myeloid leukemia in first relapse who are 60 years of age or older and who are not considered candidates for other cytotoxic chemotherapy. Indicated for the treatment of patients aged 2 years and older with CD33-positive AML who have experienced a relapse or who have not responded to initial treatment (refractory). 
DB00057,,For diagnosis of extrahepatic malignant cancers
DB00058,,For chronic augmentation and maintenance therapy in individuals with alpha1-proteinase inhibitor (A1-PI) deficiency and clinical evidence of emphysema.
DB00059,"Patients that received 10,000 International Units/m<sup>2</sup> of pegaspargase intravenously, had a slight increase in liver enzymes and a rash that developed 10 minutes after the start of the infusion, which was controlled with the administration of an antihistamine and by slowing down the infusion rate. There is no specific antidote for pegaspargase overdosage. The product label recommends to monitor patients closely for signs and symptoms of adverse reactions, and appropriately manage with symptomatic and supportive treatment in case of overdose. The carcinogenic, mutagenic and fertility effects of pegaspargase have not been evaluated.[L44667]",Pegaspargase is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of pediatric and adult patients with 1) first-line acute lymphoblastic leukemia or 2) acute lymphoblastic leukemia and hypersensitivity to asparaginase.[L44667]
DB00060,,"For treatment of relapsing/remitting multiple sclerosis, also for condyloma acuminatum"
DB00061,,For treatment of adenosine deaminase deficiency
DB00062,"In general, human albumin solutions are well-tolerated and no specific, clinically relevant alterations in organ function or coagulopathy have been substantiated [F229].

The most common adverse reactions are rigors, hypotension, tachycardia with increased heart rate, fever, chills, nausea, vomiting, dyspnea and/or bronchospasm, skin rash/pruritus. Stop the infusion immediately if anaphylaxis, with or without shock is observed [F229].

Hypervolemia may occur if the dosage and rate of infusion are not adjusted to the volume status of the patient. When clinical signs of cardiovascular overload occur (headache, dyspnea, jugular venous distention, increased blood pressure), the infusion must be slowed or stopped immediately [F230].","Albuminex solution is indicated for adults and children for hypovolemia, ascites, hypoalbuminemia including from burns, acute nephrosis, acute respiratory distress syndrome and cardipulmonary bypass [F229]."
DB00063,,
DB00063,"Eptifibatide was not lethal to rats, rabbits, or monkeys when administered by continuous intravenous infusion for 90 minutes at a total dose of 45 mg/kg (about 2 to 5 times the recommended maximum daily human dose on a body surface area basis)",For treatment of myocardial infarction and acute coronary syndrome.
DB00065,,"Infliximab is indicated for the treatment of the following conditions: 

- moderately to severely active **ulcerative colitis** following treatment with an infliximab product administered intravenously.[L51783, L51788, L51793] Subcutaneous injection of infliximab is used as maintenance therapy in adults who had an inadequate response or were intolerant to conventional therapy.[L51783]
- moderately to severely active **rheumatoid arthritis** in adults in combination with [methotrexate].[L51783, L51788] In Europe, it may be used in patients who had an inadequate response to disease-modifying antirheumatic drugs (DMARDs), including methotrexate.[L51788]
- moderately to severely active **Crohn’s disease** following treatment with an infliximab product administered intravenously.[L51793] Subcutaneous injection of infliximab is used as maintenance therapy in adults who had an inadequate response or were intolerant to conventional therapy.[L51783]
- fistulizing, active Crohn’s disease, in adult patients who have not responded despite a full and adequate course of therapy with conventional treatment.[L51788]
- severe, active Crohn’s disease in children and adolescents aged 6 to 17 years, who have not responded to conventional therapy; or who are intolerant to or have contraindications for such therapies. [L51788]
- severe, active **ankylosing spondylitis**, in adult patients who have responded inadequately to conventional therapy.[L51788]
- active and progressive **psoriatic arthritis** in adult patients when the response to previous DMARD therapy has been inadequate.[L51788]
- moderate to severe **plaque psoriasis** in adult patients who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapy.[L51788]"
