food_interaction_id,food_interaction
F688,Avoid St. John's Wort. Coadministration of St. John's Wort with everolimus may reduce serum levels of everolimus by inducing CYP3A4 and P-glycoprotein (PGP).
F689,Take with or without food. Take consistently with regard to food as food may reduce the AUC and Cmax of everolimus.
F690,Take with or without food. Many different products contain iron; refer to the product monograph for more specific instruction. Taking iron with food may reduce gastric irritation.
F691,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
F692,"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods."
F693,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
F694,Avoid St. John's Wort. Induction of CYP3A by co-administration with St. John's Wort may result in reduced drug plasma concentrations and therapeutic failure.
F695,"Take with food. The oral solution formulation must be taken with food, but the tablet formulation may be taken with or without food."
F696,Take separate from antacids. Elevated gastric pH may reduce the bioavailability of bacampicillin.
F697,Take with or without food. Food may reduce the bioavailability of bacampicillin.
F698,Take on an empty stomach. Take at least 30 minutes before food.
F699,"Take separate from meals. Administration with food causes inconsistent bioavailability. May administer granules with a light meal, if necessary."
F700,Take with food. Take with a meal or glass of milk.
F701,Avoid alcohol. The use of alcohol with amyl nitrite may worsen hypotension and has the potential to cause cardiovascular collapse.
F702,"Avoid alcohol. Severe CNS depression, which can be caused by alcohol, is a contraindication for molindone hydrochloride therapy."
F703,Avoid alcohol. Acute alcohol intoxication is a contraindication for zuclopenthixol therapy.
F704,"Take with or without food. Administering roflumilast with a high-fat meal reduced and delayed the Cmax and Tmax, respectively, but did not impact the AUC of roflumilast or its active metabolite (roflumilast N‐oxide)."
F705,Take with or without food. Many different products contain cocarboxylase; refer to the product monograph for more specific instruction. EnBrace HR and EnLyte products should be taken on an empty stomach.
F706,Take with food. Food increases drug Cmax and AUC.
F707,Take separate from antacids. Take at least 1 hour before or 4-6 hours after aluminum-containing antacids.
F708,Avoid alcohol. Ingesting alcohol may reduce the absorption of FAD.
F709,Take separate from meals. Oteracil should be separated from meals by at least one hour before and after eating.
F710,Avoid alcohol. Ingesting alcohol may reduce the absorption of FMN.
F711,Take at least 2 hours before or after calcium supplements. These drugs may interfere with the gastrointestinal absorption of tiratricol.
F712,Take at least 2 hours before or after iron supplements. These drugs may interfere with the gastrointestinal absorption of tiratricol.
F713,"Take separate from antacids. These drugs may interfere with the gastrointestinal absorption of tiratricol. Take before or after tiratricol, more than 2 hours before or after if possible."
F714,"Avoid foods high in furanocoumarins. Eating these foods while you are taking trioxsalen may increase your skin's sensitivity to sunlight. Examples include limes, figs, parsley, parsnips, mustard, carrots, and celery."
F715,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of thiotepa, which may increase its serum concentration."
F716,Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of thiotepa.
F717,Take with food. Food decreases nausea.
F718,Ensure consistent Vitamin K intake.
F719,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of maraviroc.
F720,Avoid alcohol. Ingesting alcohol may increase the drowsiness caused by tetrabenazine.
F721,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ixabepilone, which may increase its serum concentration."
F722,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ixabepilone.
F723,Avoid fruit juice. Orange juice may reduce the absorption of celiprolol.
F724,Avoid grapefruit products. Grapefruit juice may reduce the absorption of celiprolol.
F725,"Take with or without food. The bioavailability of celiprolol may be reduced when taken with food, however, it is unlikely that this reduction is clinically relevant."
F726,Take with or without food. Food can decrease Cmax but not to a clinically significant extent.
F727,Take with or without food. A high fat meal decreases Cmax and AUC in a clinically insignificant way.
F728,Avoid grapefruit products. Co-administration with grapefruit may increase drug concentrations by 3-fold.
F729,Avoid St. John's Wort. This herb induces CYP3A4 and may increase the serum concentration of dronedarone.
F730,"Take with food. Food, especially high-fat food, increases drug absorption."
F731,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of nilotinib, causing increased serum levels of nilotinib."
F732,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of nilotinib."
F733,Take on an empty stomach. Food increases the AUC of nilotinib. Separate nilotinib administration from meals by at least one hour before and two hours after eating.
F734,"Take with or without food. Food reduces Cmax and delays Tmax, but not in a clinically significant way."
F735,Take with or without food. Orally formulated bepotastine bioavailability is not significantly impacted by food.
F736,"Avoid excessive or chronic alcohol consumption. Avoid excessive or chronic alcohol consumption. Milnacipran may worsen liver disease, which is potentially caused by excessive alcohol use."
F737,Take with or without food. Taking milnacipran with food may improve its tolerability.
F738,"Avoid alcohol. Avoid alcohol. Ingesting alcohol may increase the CNS depressant and hypotensive effects of flibanserin. If you have consumed two drinks, wait two hours before taking flibanserin. Do not take flibanserin if you have consumed more than three drinks."
F739,"Take with or without food. Taking flibanserin with food (especially a high-fat meal) may increase its AUC, Cmax, and Tmax."
F740,"Avoid excessive or chronic alcohol consumption. Alcohol may worsen the CNS effects of iloperidone, such as dizziness."
F741,"Take with or without food. A high-fat meals may delay the Tmax of iloperidone and its metabolites, without significantly changing the Cmax or AUC."
F742,Avoid excessive or chronic alcohol consumption. Lofexidine may potentiate the CNS depressant effects of alcohol.
F743,Take with food. Food decreased the rate and extent of absorption. Food reduces the incidence of drug-related adverse reactions.
F744,"Take with or without food. High-fat meals alter drug absorption, but not to a clinically significant extent."
F745,Avoid caffeine. Co-administration of GALAFOLD with caffeine decreases migalastat AUC and Cmax which may reduce its efficacy.
F746,Take on an empty stomach. Avoid eating for at least two hours before and after taking migalastat.
F747,Take with or without food. Food has negligible effects on the pharmacokinetics of arimoclomol.
F748,"Administer vitamin supplements. If dietary intake is inadequate, patients should receive supplemental calcium and vitamin D."
F749,"Take with food. Co-administration with food increases ganaxalone Cmax and AUC by 3- and 2-fold, respectively. In clinical trials to establish efficacy, ganaxolone was administered with food."
F750,Avoid alcohol. There may be an additive hepatotoxic effect if alcohol and trabectedin are coadministered.
F751,"Avoid St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of trabectedin."
F752,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of trabectedin."
